Start             End               Sif   SrcIPaddress    SrcP  DIf   DstIPaddress    DstP    P Fl Pkts       Octets
0306.00:54:42.579 0306.00:54:42.602 0     192.178.49.163  443   0     192.168.0.203   45612 6   2  1          60        
0306.00:54:44.727 0306.00:54:44.753 0     192.168.0.203   45616 0     192.178.49.163  443   6   6  2          100       
0306.00:54:44.727 0306.00:54:44.753 0     192.178.49.163  443   0     192.168.0.203   45616 6   2  1          60        
0306.00:54:45.695 0306.00:54:45.806 0     192.168.0.203   50536 0     192.178.49.161  443   6   7  16         1639      
0306.00:54:45.695 0306.00:54:45.806 0     192.178.49.161  443   0     192.168.0.203   50536 6   3  12         10064     
0306.00:51:47.799 0306.00:51:47.799 0     192.168.0.91    138   0     192.168.0.255   138   17  0  1          229       
0306.00:54:47.332 0306.00:54:47.528 0     74.125.170.200  443   0     192.168.0.203   41754 6   2  29         50155     
0306.00:54:47.332 0306.00:54:47.528 0     192.168.0.203   41754 0     74.125.170.200  443   6   7  31         3706      
0306.00:54:47.332 0306.00:54:47.490 0     74.125.170.200  443   0     192.168.0.203   41756 6   2  27         50039     
0306.00:54:47.332 0306.00:54:47.490 0     192.168.0.203   41756 0     74.125.170.200  443   6   7  29         3416      
0306.00:54:47.636 0306.00:54:47.693 0     74.125.170.200  443   0     192.168.0.203   41758 6   3  4          363       
0306.00:54:47.636 0306.00:54:47.693 0     192.168.0.203   41758 0     74.125.170.200  443   6   7  6          834       
0306.00:54:47.636 0306.00:54:47.700 0     74.125.170.200  443   0     192.168.0.203   41760 6   3  4          363       
0306.00:54:47.636 0306.00:54:47.700 0     192.168.0.203   41760 0     74.125.170.200  443   6   7  6          834       
0306.00:51:45.677 0306.00:51:48.680 0     192.168.0.91    53416 0     239.255.255.250 1900  17  0  4          812       
0306.00:51:48.109 0306.00:51:48.109 0     192.168.0.139   52055 0     239.255.255.250 15600 17  0  1          63        
0306.00:51:51.182 0306.00:51:51.182 0     192.168.0.139   36073 0     192.168.0.255   15600 17  0  1          63        
0306.00:51:54.153 0306.00:51:54.153 0     192.168.0.139   59093 0     239.255.255.250 15600 17  0  1          63        
0306.00:54:54.419 0306.00:54:54.554 0     192.168.0.203   45670 0     192.178.49.163  443   6   7  13         1483      
0306.00:54:54.419 0306.00:54:54.554 0     192.178.49.163  443   0     192.168.0.203   45670 6   3  9          5118      
0306.00:54:54.419 0306.00:54:54.540 0     192.168.0.203   45672 0     192.178.49.163  443   6   7  14         1535      
0306.00:54:54.419 0306.00:54:54.540 0     192.178.49.163  443   0     192.168.0.203   45672 6   3  11         5221      
0306.00:51:57.120 0306.00:51:57.120 0     192.168.0.139   51436 0     192.168.0.255   15600 17  0  1          63        
0306.00:52:00.197 0306.00:52:00.197 0     192.168.0.139   33202 0     239.255.255.250 15600 17  0  1          63        
0306.00:52:03.165 0306.00:52:03.165 0     192.168.0.139   42436 0     192.168.0.255   15600 17  0  1          63        
0306.00:52:06.133 0306.00:52:06.133 0     192.168.0.139   49018 0     239.255.255.250 15600 17  0  1          63        
0306.00:52:09.106 0306.00:52:09.106 0     192.168.0.139   54935 0     192.168.0.255   15600 17  0  1          63        
0306.00:54:35.707 0306.00:55:09.147 0     44.239.242.57   443   0     192.168.0.203   56818 6   3  13         4080      
0306.00:54:35.707 0306.00:55:09.147 0     192.168.0.203   56818 0     44.239.242.57   443   6   7  16         2323      
0306.00:54:37.814 0306.00:55:09.156 0     192.168.0.203   39688 0     192.178.49.174  443   6   3  564        132559    
0306.00:54:37.814 0306.00:55:09.156 0     192.178.49.174  443   0     192.168.0.203   39688 6   7  946        3570437   
0306.00:55:02.141 0306.00:55:09.105 0     192.168.0.203   55238 0     199.232.154.217 443   6   7  41         3340      
0306.00:55:02.141 0306.00:55:09.105 0     199.232.154.217 443   0     192.168.0.203   55238 6   3  43         142604    
0306.00:52:12.179 0306.00:52:12.179 0     192.168.0.139   55633 0     239.255.255.250 15600 17  0  1          63        
0306.00:52:11.363 0306.00:52:15.146 0     192.168.0.139   3955  0     239.255.255.250 1900  17  0  27         10063     
0306.00:52:15.146 0306.00:52:15.146 0     192.168.0.139   55666 0     192.168.0.255   15600 17  0  1          63        
0306.00:52:18.111 0306.00:52:18.111 0     192.168.0.139   60025 0     239.255.255.250 15600 17  0  1          63        
0306.00:52:21.194 0306.00:52:21.194 0     192.168.0.139   33837 0     192.168.0.255   15600 17  0  1          63        
0306.00:52:27.124 0306.00:52:27.124 0     192.168.0.139   34632 0     192.168.0.255   15600 17  0  1          63        
0306.00:52:30.195 0306.00:52:30.195 0     192.168.0.139   52121 0     239.255.255.250 15600 17  0  1          63        
0306.00:52:33.165 0306.00:52:33.165 0     192.168.0.139   37525 0     192.168.0.255   15600 17  0  1          63        
0306.00:52:36.142 0306.00:52:36.142 0     192.168.0.139   55332 0     239.255.255.250 15600 17  0  1          63        
0306.00:52:36.041 0306.00:52:39.105 0     192.168.0.142   63081 0     239.255.255.250 1900  17  0  4          792       
0306.00:52:39.105 0306.00:52:39.105 0     192.168.0.139   60124 0     192.168.0.255   15600 17  0  1          63        
0306.00:52:42.176 0306.00:52:42.176 0     192.168.0.139   59725 0     239.255.255.250 15600 17  0  1          63        
0306.00:52:45.147 0306.00:52:45.147 0     192.168.0.139   41393 0     192.168.0.255   15600 17  0  1          63        
0306.00:52:48.114 0306.00:52:48.114 0     192.168.0.139   52995 0     239.255.255.250 15600 17  0  1          63        
0306.00:52:51.186 0306.00:52:51.186 0     192.168.0.139   41272 0     192.168.0.255   15600 17  0  1          63        
0306.00:52:54.165 0306.00:52:54.165 0     192.168.0.139   37786 0     239.255.255.250 15600 17  0  1          63        
0306.00:52:57.131 0306.00:52:57.131 0     192.168.0.139   43278 0     192.168.0.255   15600 17  0  1          63        
0306.00:53:00.198 0306.00:53:00.198 0     192.168.0.139   37704 0     239.255.255.250 15600 17  0  1          63        
0306.00:53:03.168 0306.00:53:03.168 0     192.168.0.139   52024 0     192.168.0.255   15600 17  0  1          63        
0306.00:53:06.139 0306.00:53:06.139 0     192.168.0.139   47892 0     239.255.255.250 15600 17  0  1          63        
0306.00:53:09.108 0306.00:53:09.108 0     192.168.0.139   36728 0     192.168.0.255   15600 17  0  1          63        
0306.00:53:12.178 0306.00:53:12.178 0     192.168.0.139   52528 0     239.255.255.250 15600 17  0  1          63        
0306.00:53:15.148 0306.00:53:15.148 0     192.168.0.139   45043 0     192.168.0.255   15600 17  0  1          63        
0306.00:33:58.052 0306.00:53:18.732 0     192.168.0.148   49489 0     239.255.255.250 1900  17  0  324        49572     
0306.00:53:21.194 0306.00:53:21.194 0     192.168.0.139   34073 0     192.168.0.255   15600 17  0  1          63        
0306.00:53:24.271 0306.00:53:24.271 0     192.168.0.139   54893 0     239.255.255.250 15600 17  0  1          63        
0306.00:53:23.448 0306.00:53:25.500 0     192.168.0.182   61129 0     239.255.255.250 1900  17  0  3          609       
0306.00:53:27.130 0306.00:53:27.130 0     192.168.0.139   50343 0     192.168.0.255   15600 17  0  1          63        
0306.00:53:30.200 0306.00:53:30.200 0     192.168.0.139   41642 0     239.255.255.250 15600 17  0  1          63        
0306.00:53:33.170 0306.00:53:33.170 0     192.168.0.139   37567 0     192.168.0.255   15600 17  0  1          63        
0306.00:53:36.139 0306.00:53:36.139 0     192.168.0.139   36338 0     239.255.255.250 15600 17  0  1          63        
0306.00:53:42.181 0306.00:53:42.181 0     192.168.0.139   51308 0     239.255.255.250 15600 17  0  1          63        
0306.00:53:45.151 0306.00:53:45.151 0     192.168.0.139   52828 0     192.168.0.255   15600 17  0  1          63        
0306.00:53:45.680 0306.00:53:48.682 0     192.168.0.91    62590 0     239.255.255.250 1900  17  0  4          812       
0306.00:53:48.132 0306.00:53:48.132 0     192.168.0.139   58191 0     239.255.255.250 15600 17  0  1          63        
0306.00:53:51.195 0306.00:53:51.195 0     192.168.0.139   46948 0     192.168.0.255   15600 17  0  1          63        
0306.00:53:54.163 0306.00:53:54.163 0     192.168.0.139   38544 0     239.255.255.250 15600 17  0  1          63        
0306.00:53:57.136 0306.00:53:57.136 0     192.168.0.139   53451 0     192.168.0.255   15600 17  0  1          63        
0306.00:54:00.205 0306.00:54:00.205 0     192.168.0.139   37925 0     239.255.255.250 15600 17  0  1          63        
